Legal Name,DBA Name,Street,City,State,Zip,Country,Phone No,Fax No,User Count,DealerTrack Id,Lender Dealer Id,Lender Rep Name,Lender Rep Id,Enrollment Date,Agreement Received,Enrollment Phase,Enrollment Update Date,Modified Date,Status,Dept,Alternate Street,Independent,PaymentTrack Id,Equifax Signup Date,Transunion Signup Date,Experian Reseller Signup Date,Experian Direct Signup Date,Cost Center,Loan App Id,Lease App Id,Loan Svc Id,Lease Svc Id,Prime Id,Subprime Id,Subvented Id,Match Change Date,Previous Match Dealerid,Grace Period Status,Agreement Required By Date,Agreement Version,Agreement Signatory,Overall Use 30 Days,Equifax Status,Experian Status,Transunion Status,PaymentTrack Status,eContract Status,Dealer File Override,Override Expiration,Vehicle Type,Created Date,Activated Date,Equifax Use 30 Days,Experian Use 30 Days,Transunion Use 30 Days,DMS Use 30 Day,DMS Status,BookOut Kelley Status,BookOut Kelley 30 Day Activity,BookOut NADA Status,BookOut NADA 30 Day Activity,BookOut Black Status,BookOut Black 30 Day Activity,SalesDesk Status,SalesDesk 30 Day Activity,BookOut Pro Status,BookOut Pro 30 Day Activity,EFTFAX,eMenu Status,eMenu Version,eMenu 30 Day Activity,Independent Preference,Independent Status,Independent 30 Day Activity,Notes,uniFI Indicator
"Leesburg Volkswagen","Leesburg Volkswagen - Darwin","9105 Us Highway 441","Leesburg","FL","34748","USA","3523607150","","29","540971","4597","","","10/05/12 12:37:57","10/05/12 12:39:50","Access Agreement Received","10/05/12","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","04/23/20 04:46:44","634771","*","*","*","*","*","*","*","*","*","*","","","Auto","10/03/12 03:10:51","10/03/12 03:10:51","*","*","*","*","A","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Mercedes Benz Of Easton","Mercedes Benz Of Easton - Darwin","4300 Morse Crossing","Columbus","OH","43230","USA","8885305742","","27","542293","5068","","","01/27/04 01:44:20","01/30/04 14:28:50","Access Agreement Received","02/03/10","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/07/20 04:42:39","793226","*","*","*","*","*","*","*","*","*","*","","","Auto","01/03/04 03:42:38","01/13/04 03:47:48","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Goldstein Chrysler Dodge Jeep Ram","Goldstein Chrysler Dodge Jeep Ram - Darwin","968 New Loudon Rd","Latham","NY","12110","USA","5186902332","","0","562890","6060","","","","","Not Contacted","","07/22/20 03:44:33","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","07/22/20 03:44:33","07/22/20 03:44:33","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Volkswagen Of Salem County","Volkswagen Of Salem County - Darwin","815 Route 40","Monroeville","NJ","08343","USA","8563588103","","13","569394","4746","","","05/14/14 16:40:28","07/08/14 14:26:00","Access Agreement Received","04/21/15","03/20/20 03:44:14","A","","","","*","*","*","*","*","*","","","","","","","","03/20/20 10:53:50","582832","*","*","*","*","*","*","*","*","*","*","","","Auto","05/14/11 03:25:55","09/26/13 08:00:55","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Schaller Subaru Berlin","Schaller Subaru Berlin - Darwin","34 Frontage Road","Berlin","CT","06037","USA","8608262023","","8","572603","3356","","","03/22/05 04:27:41","03/22/05 16:31:21","Access Agreement Received","01/28/14","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","09/20/04 09:56:38","09/23/04 03:51:03","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jim Ellis Toyota Of Mcdonough","Jim Ellis Toyota Of Mcdonough - Darwin","144 Highway 81 West","Mcdonough","GA","30253","USA","7702883755","","113","573759","4872","","","01/18/19 00:28:04","01/22/19 14:17:19","Access Agreement Received","01/22/19","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","01/17/19 10:06:07","01/17/19 10:06:07","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Manahawkin Kia","Manahawkin Kia - Darwin","270 Route 72","Manahawkin","NJ","08050","USA","6095972501","","9","574407","6700","","","05/31/11 04:03:57","05/31/11 16:07:26","Access Agreement Received","02/15/17","04/30/20 03:53:20","A","","","","*","*","*","*","*","*","","","","","","","","04/30/20 04:53:38","638448","*","*","*","*","*","*","*","*","*","*","","","Auto","05/29/11 03:23:40","05/29/11 03:23:40","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jack Daniels Audi Paramus","Jack Daniels Audi Paramus - Darwin","123 Route 4 West","Paramus","NJ","07652","USA","2018532300","","9","576748","2201","","","07/27/15 10:27:39","07/27/15 11:14:42","Access Agreement Received","07/27/15","05/18/20 14:29:39","A","","","","*","*","*","*","*","*","","","","","","","","05/18/20 14:31:46","825272","*","*","*","*","*","*","*","*","*","*","E","","Auto","09/09/04 08:54:12","09/26/13 08:00:55","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Charlotte","Audi Charlotte - Darwin","9300 E. Independence Blvd","Matthews","NC","28105","USA","7045358800","","3","579244","6301","","","08/30/05 15:19:00","01/12/07 06:41:01","Access Agreement Received","01/12/07","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","02/01/20 04:43:49","463716","*","*","*","*","*","*","*","*","*","*","","","Auto","12/09/04 03:36:26","12/17/04 03:35:33","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Ganley Cdjr Of Aurora","Ganley Cdjr Of Aurora - Darwin","161 W Garfield Rd","Aurora","OH","44202","USA","3305622600","","16","579710","1581","","","12/13/12 00:00:00","08/28/13 09:57:16","Access Agreement Received","08/28/13","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","641206","*","*","*","*","*","*","*","*","*","*","","","Auto","12/10/12 12:09:51","12/10/12 12:09:51","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Checkered Flag Jaguar Land Rover","Checkered Flag Jaguar Land Rover - Darwin","2865 Virginia Beach Blvd","Virginia Beach","VA","23452","USA","7577037088","","12","581343","4516","","","04/30/20 02:33:14","04/30/20 15:59:17","Access Agreement Received","04/30/20","05/24/20 03:50:06","A","","","","*","*","*","*","*","*","","","","","","","","05/26/20 16:44:43","830867","*","*","*","*","*","*","*","*","*","*","","","Auto","03/19/20 15:41:47","03/19/20 15:41:47","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Mini Bedford","Mini Bedford - Darwin","209 S River Road","Bedford","NH","03110","USA","6036372900","","50","584657","4136","","","09/08/11 03:42:06","09/08/11 15:45:12","Access Agreement Received","02/18/13","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","822986","*","*","*","*","*","*","*","*","*","*","","","Auto","07/08/11 03:24:24","07/08/11 03:24:24","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Turner Chevrolet Harrisburg","Turner Chevrolet Harrisburg - Darwin","1251 Paxton St","Harrisburg","PA","17104","USA","7172344444","","10","588782","4149","","","10/26/18 16:03:29","11/16/18 12:11:42","Access Agreement Received","11/16/18","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828933","*","*","*","*","*","*","*","*","*","*","","","Auto","09/27/18 03:42:11","09/27/18 03:42:11","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Land Rover Palm Beach","Land Rover Palm Beach - Darwin","7550 Okeechobee Blvd","West Palm Beach","FL","33441","USA","8008668206","","10","593445","6938","","","05/27/04 03:38:22","05/27/04 15:46:32","Access Agreement Received","08/28/18","07/17/20 03:43:36","A","","","","*","*","*","*","*","*","","","","","","","","07/10/20 10:37:30","451861","*","*","*","*","*","*","*","*","*","*","","","Auto","05/20/04 03:46:01","05/20/04 03:46:01","*","*","*","*","","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Bmw Of Pembroke Pines","Holman Bmw Of Pembroke Pines - Darwin","14800 Sheridan St","Pembroke Pines","FL","33331","USA","8778401357","","23","596650","3409","","","06/14/04 11:55:04","03/27/15 15:40:35","Access Agreement Received","03/27/15","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/08/20 08:47:51","792649","*","*","*","*","*","*","*","*","*","*","","","Auto","06/11/04 03:21:24","06/11/04 03:21:24","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Annapolis Subaru","Annapolis Subaru - Darwin","149 Old Solomons Island Rd","Annapolis","MD","21401","USA","4438371400","","11","601448","5893","","","07/13/04 09:07:34","12/18/08 14:00:42","Access Agreement Received","12/18/08","04/28/20 03:52:10","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 09:44:26","636634","*","*","*","*","*","*","*","*","*","*","","","Auto","07/13/04 03:20:24","07/13/04 03:20:24","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Russ Darrow Kia Of Wauwatosa","Russ Darrow Kia Of Wauwatosa - Darwin","1901 North Mayfair Road","Wauwatosa","WI","53226","USA","4148673027","","23","616787","4026","","","09/15/04 10:44:00","09/15/04 10:46:00","Access Agreement Received","09/15/04","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 12:58:50","681221","*","*","*","*","*","*","*","*","*","*","","","Auto","09/15/04 03:33:32","09/15/04 03:33:32","*","*","*","*","I","","*","I","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Route 46 Subaru","Route 46 Subaru - Darwin","364 Route 46 West","Hackettstown","NJ","07840","USA","9085099000","","16","622036","7133","","","10/03/18 12:25:33","10/16/18 12:39:39","Access Agreement Received","12/19/18","07/10/20 03:43:44","A","","","","*","*","*","*","*","*","","","","","","","","07/10/20 04:42:54","451901","*","*","*","*","*","*","*","*","*","*","","","Auto","10/02/18 15:20:58","10/02/18 15:20:58","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Kuni Audi Shawnee Mission","Kuni Audi Shawnee Mission - Darwin","6601 E Frontage Rd","Merriam","KS","66202","USA","9132493484","","24","624516","2843","","","03/31/16 01:55:39","03/31/16 09:53:43","Access Agreement Received","03/31/16","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/11/20 15:26:36","641542","*","*","*","*","*","*","*","*","*","*","","","Auto","11/30/15 11:11:48","11/30/15 11:11:48","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Raceway Kia","Raceway Kia - Darwin","4044 Us 9","Freehold Township","NJ","07728","USA","7624624422","","7","632592","6659","","","07/26/17 17:14:44","07/26/17 17:24:06","Access Agreement Received","07/26/17","04/28/20 03:52:10","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 04:50:12","636647","*","*","*","*","*","*","*","*","*","*","","","Auto","07/20/17 03:44:22","07/20/17 03:44:22","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Volvo Cars Danvers","Volvo Cars Danvers - Darwin","24b Commonwealth St","Danvers","MA","01923","USA","8554886018","","12","640580","4785","","","10/14/11 05:00:08","10/14/11 17:08:16","Access Agreement Received","05/14/15","07/22/20 03:44:33","A","","","","*","*","*","*","*","*","","","","","","","","07/22/20 04:44:34","562864","*","*","*","*","*","*","*","*","*","*","","","Auto","10/14/11 03:25:15","10/14/11 03:25:15","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Allentown Kia","Allentown Kia - Darwin","2350 Lehigh St","Allentown","PA","18103","USA","6106283126","","14","642532","6661","","","01/22/16 08:24:03","01/25/16 12:01:52","Access Agreement Received","01/25/16","04/23/20 03:49:42","A","","","","*","*","*","*","*","*","","","","","","","","04/23/20 04:46:44","634800","*","*","*","*","*","*","*","*","*","*","","","Auto","01/19/16 10:41:54","01/19/16 10:41:54","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Rc Hill Mitsubishi Ocala","Rc Hill Mitsubishi Ocala - Darwin","3550 S. Pine Avenue","Ocala","FL","34471","USA","3523298892","","28","642608","5800","","","09/03/19 16:38:46","09/12/19 12:07:31","Access Agreement Received","09/12/19","04/07/20 03:49:42","A","","","","*","*","*","*","*","*","","","","","","","","04/07/20 04:46:37","622331","*","*","*","*","*","*","*","*","*","*","","","Auto","01/22/19 11:04:18","01/22/19 11:04:18","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Hyundai Of Cumming","Hyundai Of Cumming - Darwin","750 Peachtree Pkwy","Cumming","GA","30041","USA","4705335100","","51","646044","4059","","","10/03/17 16:55:35","10/03/17 18:11:29","Access Agreement Received","10/03/17","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828924","*","*","*","*","*","*","*","*","*","*","","","Auto","09/07/17 17:58:21","09/07/17 17:58:21","*","*","*","*","","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Marks Auto Mart","Marks Auto Mart - Darwin","2100 5th Avenue S.","Fort Dodge","IA","50501","USA","5155735931","","1","646811","5678","","","06/04/12 17:22:22","06/04/12 17:25:45","Access Agreement Received","06/04/12","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/13/19 04:40:01","509386","*","*","*","*","*","*","*","*","*","*","","","Auto","11/04/11 03:25:21","11/04/11 03:25:21","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Cardinaleway Hyundai","Cardinaleway Hyundai - Darwin","2525 Wardlow Road","Corona","CA","92882","USA","9513701089","","0","647212","6649","","","","","Reactivate","02/20/20","04/28/20 03:52:10","A","","","","*","*","*","*","*","*","","","","","","","","06/05/20 09:42:51","831201","*","*","*","*","*","*","*","*","*","*","","","Auto","11/05/11 03:25:26","11/05/11 03:25:26","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Harmony Motors","Harmony Motors - Darwin","621 Brevard Road","Asheville","NC","28806","USA","8282324000","","9","648637","2440","","","11/11/11 10:03:16","11/11/11 10:03:55","Access Agreement Received","11/11/11","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","03/12/20 15:10:23","471518","*","*","*","*","*","*","*","*","*","*","","","Auto","11/11/11 03:25:27","11/11/11 03:25:27","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Cardinale Nissan","Cardinale Nissan - Darwin","1661 Del Monte Blvd","Seaside","CA","93955","USA","8313930600","","26","652792","6648","","","10/21/04 13:32:03","10/22/04 15:06:41","Access Agreement Received","10/22/04","04/30/20 03:53:20","A","","","","*","*","*","*","*","*","","","","","","","","04/30/20 04:53:38","638434","*","*","*","*","*","*","*","*","*","*","","","Auto","10/21/04 03:26:32","10/21/04 03:26:32","*","*","*","*","I","I","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Motorcars Fort Lauderdale","Holman Motorcars Fort Lauderdale - Darwin","900 E Sunrise Blvd","Ft Lauderdale","FL","33304","USA","9547934858","","22","658664","3782","","","01/11/05 04:09:39","01/11/05 16:18:49","Access Agreement Received","09/16/15","06/19/20 03:43:12","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","822978","*","*","*","*","*","*","*","*","*","*","","","Auto","11/24/04 04:45:50","11/24/04 04:45:50","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Freeland Chevrolet","Freeland Chevrolet - Darwin","5333 Hickory Hollow Pwy","Antioch","TN","37013","USA","6157313000","","96","668539","7012","","","09/06/05 12:23:52","09/06/05 13:43:29","Access Agreement Received","03/18/06","07/10/20 03:43:44","A","","","","*","*","*","*","*","*","","","","","","","","07/10/20 04:42:54","451870","*","*","*","*","*","*","*","*","*","*","","","Auto","01/25/05 03:29:35","01/25/05 03:29:35","*","*","*","*","","","*","I","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi San Diego","Audi San Diego - Darwin","9010 Miramar Rd","San Diego","CA","92126","USA","8559718832","","31","675836","2453","","","12/08/11 09:25:18","12/13/11 12:23:49","Access Agreement Received","12/13/11","05/30/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 04:50:12","636565","*","*","*","*","*","*","*","*","*","*","","","Auto","12/07/11 16:01:19","12/07/11 16:01:19","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jaguar Land Rover San Diego","Jaguar Land Rover San Diego - Darwin","9455 Clayton Dr","San Diego","CA","92126","USA","8776296194","","31","675850","2656","","","12/08/11 09:26:42","12/13/11 12:23:49","Access Agreement Received","12/13/11","05/30/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","04/30/20 04:53:38","637983","*","*","*","*","*","*","*","*","*","*","","","Auto","12/07/11 16:07:04","12/07/11 16:07:04","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Land Rover Denver","Land Rover Denver - Darwin","6160 S. Broadway","Littleton","CO","80121","USA","3033471500","","26","675862","2863","","","12/08/11 09:27:34","12/13/11 12:23:49","Access Agreement Received","12/13/11","05/30/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 08:53:56","641552","*","*","*","*","*","*","*","*","*","*","","","Auto","12/07/11 16:20:30","12/07/11 16:20:30","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Porsche San Diego","Porsche San Diego - Darwin","9020 Miramar Rd","San Diego","CA","92126","USA","8776602694","","33","675880","2666","","","12/08/11 09:32:14","12/13/11 12:23:49","Access Agreement Received","12/13/11","05/07/20 03:44:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 12:52:38","637984","*","*","*","*","*","*","*","*","*","*","","","Auto","12/07/11 16:38:43","12/07/11 16:38:43","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Nielsen Dcjr","Nielsen Dcjr - Darwin","175 Nj 10","East Hanover","NJ","07936","USA","8775748648","","13","677213","6761","","","12/08/11 10:36:06","12/08/11 12:26:42","Access Agreement Received","12/08/11","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","05/26/20 16:42:02","826716","*","*","*","*","*","*","*","*","*","*","","","Auto","12/08/11 03:25:02","12/08/11 03:25:02","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Volkswagen Of Boardman","Volkswagen Of Boardman - Darwin","7850 Market St","Boardman","OH","44512","USA","8335565420","","8","678348","2582","","","12/19/11 14:56:08","12/19/11 14:59:45","Access Agreement Received","12/19/11","06/17/20 03:52:14","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","12/14/11 03:25:16","12/14/11 03:25:16","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Ewalds Kia","Ewalds Kia - Darwin","36833 E Wisconsin Ave","Oconomowoc","WI","53066","USA","2625696500","","22","680961","4731","","","01/27/12 11:14:46","01/27/12 11:15:18","Access Agreement Received","01/27/12","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 18:39:35","824932","*","*","*","*","*","*","*","*","*","*","","","Auto","12/22/11 03:09:41","12/22/11 03:09:41","*","*","*","*","I","","*","I","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Doug Smith Kia","Doug Smith Kia - Darwin","495 N. Main Street","American Fork","UT","84003","USA","8016924390","","74","683960","6711","","","05/28/13 13:36:30","05/28/13 13:42:13","Access Agreement Received","05/28/13","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 13:04:13","823038","*","*","*","*","*","*","*","*","*","*","","","Auto","06/26/06 08:28:53","06/13/07 03:29:59","*","*","*","*","","I","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Piazza Jaguar Land Rover Willow Grove","Piazza Jaguar Land Rover Willow Grove - Darwin","900 South York Rd","Willow Grove","PA","19090","USA","2154435900","","16","687180","4730","","","10/17/17 00:25:42","10/19/17 16:34:51","Access Agreement Received","10/19/17","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","647143","*","*","*","*","*","*","*","*","*","*","","","Auto","10/16/17 08:33:42","10/16/17 08:33:42","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Mastria Volkswagen","Mastria Volkswagen - Darwin","1619 New State Highway","Raynham","MA","02767","USA","8883361172","","26","691654","5710","","","07/28/15 15:55:55","07/29/15 07:58:30","Access Agreement Received","07/29/15","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/06/19 04:38:53","506096","*","*","*","*","*","*","*","*","*","*","","","Auto","07/17/15 03:43:55","07/17/15 03:43:55","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Lakeland Volkswagen","Lakeland Volkswagen - Darwin","209 S. Lake Parker Ave","Lakeland","FL","33801","USA","8636888112","","34","698288","4362","","","08/31/16 10:07:43","08/31/16 12:30:02","Access Agreement Received","12/30/16","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","02/28/12 03:10:05","09/26/13 08:00:55","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Bmw Of Rockville","Bmw Of Rockville - Darwin","1300 Rockville Pike","Rockville","MD","20852","USA","3019848989","","21","698390","4819","","","03/05/12 14:53:49","03/05/12 14:54:19","Access Agreement Received","03/05/12","06/17/20 03:52:14","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","828969","*","*","*","*","*","*","*","*","*","*","","","Auto","02/29/12 03:10:08","02/29/12 03:10:08","*","*","*","*","I","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Grubbs Volvo","Grubbs Volvo - Darwin","1500 E State Highway 114","Grapevine","TX","76051","USA","8172038600","","46","703318","6208","","","04/02/19 14:15:06","04/02/19 16:01:22","Access Agreement Received","04/02/19","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","01/16/20 04:47:26","983856","*","*","*","*","*","*","*","*","*","*","","","Auto","03/18/19 15:27:21","03/18/19 15:27:21","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"First Team Subaru","First Team Subaru - Darwin","6611 E Virginia Beach Blvd","Norfolk","VA","23502","USA","7574618855","","13","704023","4984","","","03/20/19 11:29:44","03/22/19 09:13:20","Access Agreement Received","03/22/19","04/21/20 03:49:53","A","","","","*","*","*","*","*","*","","","","","","","","04/21/20 04:47:42","632344","*","*","*","*","*","*","*","*","*","*","","","Auto","03/19/19 10:48:13","03/19/19 10:48:13","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Gengras Volkswagen Of Plainville","Gengras Volkswagen Of Plainville - Darwin","245 New Britain Ave","Plainville","CT","06062","USA","8604102000","","4","704033","5723","","","05/03/19 09:40:02","05/03/19 09:56:03","Reactivate","07/21/20","07/22/20 03:44:33","A","","","","*","*","*","*","*","*","","","","","","","","07/22/20 04:44:34","562889","*","*","*","*","*","*","*","*","*","*","","","Auto","03/19/19 15:11:02","03/19/19 15:11:02","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Flatirons","Audi Flatirons - Darwin","13321 W Midway Blvd","Broomfield","CO","80020","USA","8773566921","","26","704663","2458","","","05/10/18 10:11:02","05/10/18 10:15:07","Access Agreement Received","05/10/18","05/30/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","641529","*","*","*","*","*","*","*","*","*","*","","","Auto","11/21/17 11:24:17","11/22/17 03:41:02","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Kia Delray","Kia Delray - Darwin","2255 S Federal Hwy","Delray Beach","FL","33483","USA","8554463285","","11","706922","4492","","","07/02/19 12:09:07","07/03/19 08:35:30","Access Agreement Received","07/03/19","07/17/20 03:43:36","A","","","","*","*","*","*","*","*","","","","","","","","07/10/20 04:42:54","451809","*","*","*","*","*","*","*","*","*","*","","","Auto","06/22/19 03:42:51","06/22/19 03:42:51","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Marietta Auto Sales","Marietta Auto Sales - Darwin","1666 Roswell Rd #400","Marietta","GA","30062","USA","7709738077","","40","707070","6699","","","04/03/12 17:05:27","04/03/12 17:15:33","Access Agreement Received","04/03/12","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","683227","*","*","*","*","*","*","*","*","*","*","","","Auto","03/31/12 03:10:08","03/31/12 03:10:08","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi West Chester","Audi West Chester - Darwin","1421 Wilmington Pike","West Chester","PA","19382","USA","6104552000","","13","708691","5691","","","10/05/15 13:36:54","10/05/15 17:21:42","Access Agreement Received","10/05/15","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/13/19 04:40:01","509387","*","*","*","*","*","*","*","*","*","*","","","Auto","10/03/15 03:39:31","10/03/15 03:39:31","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Porsche Atlanta Perimeter","Porsche Atlanta Perimeter - Darwin","4006 Carver Dr","Atlanta","GA","30360","USA","8888936299","","18","713808","5258","","","08/16/07 12:10:47","08/16/07 12:19:12","Access Agreement Received","05/03/13","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","08/15/19 04:37:47","771868","*","*","*","*","*","*","*","*","*","*","","","Auto","02/16/05 03:31:59","02/16/05 03:31:59","*","*","*","*","A","","*","","*","C","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Bay Ridge Subaru","Bay Ridge Subaru - Darwin","1819 Cropsey Ave","Brooklyn","NY","11214","USA","8884351441","","5","719406","6675","","","07/25/05 15:02:45","07/25/05 15:09:18","Access Agreement Received","06/02/07","04/28/20 03:52:10","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 04:50:12","636651","*","*","*","*","*","*","*","*","*","*","","","Auto","03/10/05 03:35:23","03/10/05 03:35:23","*","*","*","*","A","","*","","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Sullivan Honda","Sullivan Honda - Darwin","2015 East Main St","Torrington","CT","06790","USA","8773585149","","6","723044","6892","","","07/05/13 15:42:01","07/05/13 16:14:14","Access Agreement Received","10/15/14","06/19/20 03:43:12","A","","","","*","*","*","*","*","*","","","","","","","","06/19/20 04:41:03","442864","*","*","*","*","*","*","*","*","*","*","","","Auto","07/04/13 03:11:24","07/04/13 03:11:24","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
